,rating,name,salary,team,opp,exposure_min,exposure_max,projections_proj,projections_ceiling,projections_floor,projections_proj+/-,projections_pts/sal,projections_projown,projections_imppts,projections_leverage+/-,projections_leverage,trends_pro,trends_my,trends_bargain,trends_opp+/-,trends_snaps,vegas_pts,vegas_opppts,vegas_δ,vegas_spread,vegas_o/u,vegas_spread%,passingyear_comp,passingyear_att,passingyear_yards,passingyear_%,passingyear_y/a,passingyear_adjypa,passingyear_td,passingyear_long,passingyear_cay,passingyear_iay,passingyear_%rb,passingyear_%wr,passingyear_%te,passingyear_td%,passingyear_int%,passingyear_sack%,rushingyear_att,rushingyear_rushlong,rushingyear_yards,rushingyear_y/a,rushingyear_td,rushingyear_successrate,redzoneyear_opp,redzoneyear_opp10,redzoneyear_opp5,weather_temp,weather_humidity,weather_precip%,fantasymonth_ppg,fantasymonth_change,fantasymonth_fp/oppor,fantasymonth_fp/snap,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_change,fantasyyear_fp/oppor,fantasyyear_fp/snap,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,passingmonth_cay,passingmonth_iay,slate_id,pos,marketshareyear_rushtd,marketshareyear_rushyds,marketshareyear_snaps,receivingyear_tgts,receivingyear_receptions,receivingyear_yds,receivingyear_long,receivingyear_y/r,receivingyear_td,receivingyear_y/t,redzoneyear_td%,redzoneyear_succ%,marketshareyear_rectgts,marketshareyear_rectd,marketshareyear_recyds,receivingyear_tay,receivingyear_tay%,receivingmonth_tay,receivingmonth_tay%,projections_projsacks,defenseyear_int%,defenseyear_passsucc,defenseyear_rushsucc,defenseyear_sack%,defenseyear_takeaway%,defenseyear_td%allow,defenseyear_ypp,redzoneyear_snaps,redzoneyear_snaps10,redzoneyear_snaps5,Last Name_master,City Name_master,First Name_master,RylandID_master,Position,Name + ID,Name,Id,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,City,First Name,Last Name,RylandID
smith5600wrd,65.54,DeVonta Smith,5600,PHI,KC,0,0,11.06,15.2,6.9,-2.43,2,2.27,13.49,0,70,1,0,26,-0.5,60,24,22.5,0.5,-1.5,46.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.29,0.12,87,0.48,3,4.6,-300,1.53,0.08,0,0,33,3,14.1,-1,100,2.15,0.23,54,16,16,24,0,0,9.10.25,WR,0,0,0,6,4,58,24,12,0.6,0,27.3,0,27.8,47.1,28.7,38.8,29.9,4,3.6,0,0,0,0,0,0,0,0,0,0,0,smith,devonta smith,d,smith5600wrd,WR,DeVonta Smith (39971693),DeVonta Smith,39971693,WR/FLEX,5600,PHI@KC 09/14/2025 04:25PM ET,PHI,4.6,0,d,smith,smith5600wrd
smithnjigba6000wrj,84.02,J. Smith-Njigba,6000,SEA,PIT,0,0,16.07,22.2,10,1.49,2.7,10.65,14.58,4,82,7,0,88,-0.2,55,18.3,21.3,-4.2,3,39.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.41,0.29,80,0.45,0,12.6,200,0,0,33,33,33,3,15.9,1.8,500,1.63,0.29,66,23,23,21,0,0,9.10.25,WR,0,0,0,8,6,69,21,11.3,0.4,0,40,0,24.8,30,26.2,40.4,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,smithnjigba,j. smith-njigba,j,smithnjigba6000wrj,WR,Jaxon Smith-Njigba (39971677),Jaxon Smith-Njigba,39971677,WR/FLEX,6000,SEA@PIT 09/14/2025 01:00PM ET,SEA,23.4,0,j,smithnjigba,smithnjigba6000wrj
smithschuster4000wrj,51.9,J. Smith-Schuster,4000,KC,PHI,0,0,4.78,6.6,2.9,-4.36,1.2,1.29,9.14,-21,27,1,0,85,-2.2,32,22.5,24,0.5,1.5,46.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.12,0.06,87,0.48,3,4.9,500,0.98,0.1,33,33,66,3,6,-1,-1500,2.8,0.19,34,21,26,23,0,0,9.10.25,WR,0,0,0,2,1,20,10,12.4,0.1,0,40,0,6.5,10.5,9,9.5,5,29,10.7,0,0,0,0,0,0,0,0,0,0,0,smithschuster,j. smith-schuster,j,smithschuster4000wrj,WR,JuJu Smith-Schuster (39971755),JuJu Smith-Schuster,39971755,WR/FLEX,4000,PHI@KC 09/14/2025 04:25PM ET,KC,10.5,0,j,smithschuster,smithschuster4000wrj
stafford5800qbm,47.67,Matthew Stafford,5800,LA,TEN,0,0,16.85,27.7,6,-2.31,2.9,2.06,19.16,2,83,1,0,21,-7.1,63,23.5,18,-1.5,-5.5,41.5,38,20,31,229,65,7.4,6.71,1.3,37,126,238.6,0,0,0,4.2,1.6,5.2,2,2,2,1.4,0,33.3,4.47,2.18,1.12,85,0.45,0,13.6,-100,0,0,33,0,0,3,14.6,-3.7,300,0.42,0.23,72,36,12,25,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stafford,matthew stafford,m,stafford5800qbm,QB,Matthew Stafford (39971306),Matthew Stafford,39971306,QB,5800,LAR@TEN 09/14/2025 01:00PM ET,LAR,13.6,0,m,stafford,stafford5800qbm
stevenson5000rbr,54.68,R. Stevenson,5000,NE,MIA,0,0,8.93,11.8,6,0.28,1.8,1.22,8.65,0,73,0,0,21,-1.9,39,21,22.5,-3,1.5,43.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,48,3.7,0.4,35.2,2.88,1.18,0.76,85,0.67,42,4.7,-400,0,0,0,0,33,3,10.4,-0.6,-500,0.66,0.27,40,10,40,20,0,0,9.10.25,RB,66.7,41.6,61,2,2,11,7,5.4,0.1,0,12.8,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stevenson,r. stevenson,r,stevenson5000rbr,RB,Rhamondre Stevenson (39971433),Rhamondre Stevenson,39971433,RB/FLEX,5000,NE@MIA 09/14/2025 01:00PM ET,NE,4.7,0,r,stevenson,stevenson5000rbr
strange3600teb,77.26,Brenton Strange,3600,JAX,CIN,0,0,8.18,11.2,5.1,0.47,2.3,3.34,7.71,2,86,2,0,66,0.4,34,23,26.5,-4.5,3.5,49.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.24,0.12,82,0.53,0,5.2,300,0,0,33,33,66,3,6.6,0.9,-1900,2,0.19,71,38,14,21,0,0,9.10.25,TE,0,0,0,3,2,25,12,10.3,0.1,0,33.3,0,10.5,11.1,11.6,16.3,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,strange,brenton strange,b,strange3600teb,TE,Brenton Strange (39972125),Brenton Strange,39972125,TE/FLEX,3600,JAX@CIN 09/14/2025 01:00PM ET,JAX,9.9,0,b,strange,strange3600teb
sutton6300wrc,68.98,Courtland Sutton,6300,DEN,IND,0,0,13.42,18.7,8.2,-1.98,2.1,4.32,15.4,11,92,4,0,23,-1,54,22.5,21,-1.5,-1.5,43.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.59,0.12,82,0.59,0,18.2,300,0,0,66,33,0,3,15.6,1.6,800,1.79,0.29,72,36,18,22,0,0,9.10.25,WR,0,0,0,7,4,65,24,13.5,0.5,0,31.8,0,24.3,26.7,28.4,58,42,0,0,0,0,0,0,0,0,0,0,0,0,0,sutton,courtland sutton,c,sutton6300wrc,WR,Courtland Sutton (39971671),Courtland Sutton,39971671,WR/FLEX,6300,DEN@IND 09/14/2025 04:05PM ET,DEN,18.1,0,c,sutton,sutton6300wrc
swift5700rbd,73.16,D'Andre Swift,5700,CHI,DET,0,0,12.61,16.6,8.6,1.98,2.2,10.9,10.63,-6,46,3,0,59,1.4,44,20,26.5,-6.5,6.5,46.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,58,3.8,0.4,34.2,1.88,1.12,0.59,0,0,0,7,-200,0,0,33,0,33,3,12.6,1.6,200,0.68,0.29,65,20,25,20,0,0,9.10.25,RB,46.2,56.3,66.1,3,2,24,15,9.2,0,0,9.4,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,swift,d'andre swift,d,swift5700rbd,RB,D'Andre Swift (39971403),D'Andre Swift,39971403,RB/FLEX,5700,CHI@DET 09/14/2025 01:00PM ET,CHI,9.5,0,d,swift,swift5700rbd
tagovailoa5300qbt,54.61,Tua Tagovailoa,5300,MIA,NE,0,0,16.58,27.6,5.6,-1.31,3.1,1.68,17.89,1,76,2,0,34,-5.5,65,22.5,21,1,-1.5,43.5,61,27,37,264,74,7.1,6.94,1.9,30,117.3,206.9,0,0,0,5.1,1.1,4.9,1,3,2,1.5,0,21.4,3.38,1.75,0.69,85,0.67,42,8.1,-500,0,0,66,0,0,3,15,-1.7,-200,0.37,0.23,40,18,22,22,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tagovailoa,tua tagovailoa,t,tagovailoa5300qbt,QB,Tua Tagovailoa (39971311),Tua Tagovailoa,39971311,QB,5300,NE@MIA 09/14/2025 01:00PM ET,MIA,8.26,0,t,tagovailoa,tagovailoa5300qbt
taylor2900tem,77.45,Mason Taylor,2900,NYJ,BUF,0,0,5.76,8.1,3.4,-0.19,2,0.51,5.95,2,86,3,0,82,0.4,56,20,26.5,2,6.5,46.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.46,0,2.2,-200,2.2,0.04,33,0,33,3,2.2,-0.8,-2600,8.15,0.15,25,0,25,4,0,0,9.10.25,TE,0,0,0,1,1,20,20,20,0,0,0,0,4.8,0,9.2,18,10.7,18,10.7,0,0,0,0,0,0,0,0,0,0,0,taylor,mason taylor,m,taylor2900tem,TE,Mason Taylor (39972159),Mason Taylor,39972159,TE/FLEX,2900,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,3,0,m,taylor,taylor2900tem
taylor6700rbj,80.21,Jonathan Taylor,6700,IND,DEN,0,0,16.6,21.9,11.3,3.13,2.5,9.83,13.47,2,83,7,0,90,-1,51,21,22.5,0.5,1.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,106,4.8,0.8,35.5,3.76,1.82,1.06,82,0.59,0,6.9,-100,0,0,33,0,33,3,17.6,2.3,1200,0.7,0.33,52,19,23,21,0,0,9.10.25,RB,62.5,73.1,79,2,1,10,8,7.6,0.1,0,9.8,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taylor,jonathan taylor,j,taylor6700rbj,RB,Jonathan Taylor (39971385),Jonathan Taylor,39971385,RB/FLEX,6700,DEN@IND 09/14/2025 04:05PM ET,IND,12.8,0,j,taylor,taylor6700rbj
tennessee2400,34.11,Tennessee,2400,TEN,LA,0,0,5.8,12.4,-0.8,1.5,2.4,2.18,4.3,5,87,2,0,33,-2.5,0,18,23.5,-2.5,5.5,41.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.45,0,9.3,200,0,0,100,33,0,3,5,-0.2,-3100,0,0,71,28,28,21,0,0,9.10.25,D,0,0,0,0,0,0,0,0,0,0,20.65,0,0,0,0,0,0,0,0,2,2.69,48.14,40.12,6.4,1.31,5.03,6.82,10.82,5.88,3.47,tennessee,tennessee,t,tennessee2400,D,Titans  (39972368),Tennessee,39972368,DST,2400,LAR@TEN 09/14/2025 01:00PM ET,TEN,10,Tennessee,t,tennesse,tennessee2400
teslaa3300wri,48.71,Isaac TeSlaa,3300,DET,CHI,0,0,2.93,4.6,1.3,-4.3,0.9,0.04,7.23,2,76,1,0,75,-3.3,0,26.5,20,4.5,-6.5,46.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.5,200,0,0,100,33,0,3,11.1,0.5,-2200,0,0,100,25,0,4,0,0,9.10.25,WR,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,teslaa,isaac teslaa,i,teslaa3300wri,WR,Isaac TeSlaa (39971793),Isaac TeSlaa,39971793,WR/FLEX,3300,CHI@DET 09/14/2025 01:00PM ET,DET,8.3,0,i,teslaa,teslaa3300wri
thomas6700wrb,73.54,Brian Thomas,6700,JAX,CIN,0,0,15.29,21.4,9.2,-1.19,2.3,16.74,16.48,-3,60,6,0,29,-3.8,48,23,26.5,-4.5,3.5,49.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.59,0.35,82,0.53,0,6,-100,0,0,0,0,66,3,15.5,1.9,1200,1.84,0.32,65,40,30,20,0,0,9.10.25,WR,0,0,0,8,5,77,38,14.9,0.6,0,46.7,0,25.6,50,34.7,42.6,34.3,0,0,0,0,0,0,0,0,0,0,0,0,0,thomas,brian thomas,b,thomas6700wrb,WR,Brian Thomas Jr. (39971663),Brian Thomas Jr.,39971663,WR/FLEX,6700,JAX@CIN 09/14/2025 01:00PM ET,JAX,9,0,b,thomas,thomas6700wrb
thornton3600wrt,51.19,Tyquan Thornton,3600,KC,PHI,0,0,5.02,7.5,2.6,-3.03,1.4,0.42,8.05,-10,43,1,0,81,-2.2,19,22.5,24,0.5,1.5,46.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,87,0.48,3,5.1,500,1.28,0.12,66,0,33,3,4.4,0,-1900,2.91,0.23,13,0,9,22,0,0,9.10.25,WR,0,0,0,1,0,10,8,15.3,0,0,0,0,5.1,0,6,9,14,36,42.4,0,0,0,0,0,0,0,0,0,0,0,thornton,tyquan thornton,t,thornton3600wrt,WR,Tyquan Thornton (39971775),Tyquan Thornton,39971775,WR/FLEX,3600,PHI@KC 09/14/2025 04:25PM ET,KC,6.1,0,t,thornton,thornton3600wrt
thrash3100wrj,45.17,Jamari Thrash,3100,CLE,BAL,0,0,3.17,4.6,1.8,-3.52,1,0.09,6.69,-6,52,0,0,75,-2.1,15,17,28.5,1,11.5,45.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.47,0,5.7,100,0,0,66,0,0,3,4.2,-0.4,-2400,5.38,0.28,20,0,5,20,0,0,9.10.25,WR,0,0,0,0,0,2,2,7.3,0,0,0,0,1.9,0,1,1.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,thrash,jamari thrash,j,thrash3100wrj,WR,Jamari Thrash (39971833),Jamari Thrash,39971833,WR/FLEX,3100,CLE@BAL 09/14/2025 01:00PM ET,CLE,1.6,0,j,thrash,thrash3100wrj
tillman4300wrc,70.1,Cedric Tillman,4300,CLE,BAL,0,0,10.26,14.3,6.3,0.3,2.4,2.57,9.96,-6,52,1,0,75,-2.1,40,17,28.5,1,11.5,45.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.18,0.12,82,0.47,0,9.5,-100,0,0,33,33,33,3,9.9,1.1,-1200,2.02,0.25,23,19,23,21,0,0,9.10.25,WR,0,0,0,4,2,33,13,12,0.3,0,33.3,0,13.4,27.3,14.4,33.1,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,tillman,cedric tillman,c,tillman4300wrc,WR,Cedric Tillman (39971741),Cedric Tillman,39971741,WR/FLEX,4300,CLE@BAL 09/14/2025 01:00PM ET,CLE,16.2,0,c,tillman,tillman4300wrc
tolbert3300wrj,64.39,Jalen Tolbert,3300,DAL,NYG,0,0,3.93,5.8,2.1,-3.3,1.2,0.33,7.23,-7,49,3,0,93,-0.2,51,24.8,19.8,4.8,-5,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,0.24,89,0.46,0,1.1,-500,0.55,0.04,0,0,66,3,9.7,0.1,-2200,2.09,0.19,62,29,25,24,0,0,9.10.25,WR,0,0,0,4,2,35,19,12.2,0.4,0,50,0,12.7,31.8,14.6,25.2,19.1,-3,2.7,0,0,0,0,0,0,0,0,0,0,0,tolbert,jalen tolbert,j,tolbert3300wrj,WR,Jalen Tolbert (39971801),Jalen Tolbert,39971801,WR/FLEX,3300,NYG@DAL 09/14/2025 01:00PM ET,DAL,1,0,j,tolbert,tolbert3300wrj
tonges3200tej,56.03,Jake Tonges,3200,SF,NO,0,0,4.8,6.6,3,-1.9,1.5,0,6.7,0,0,1,0,16,-0.9,3,21.8,18.8,-4,-3,40.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0.06,0,0,0,6.8,700,0,0,33,33,33,3,6.4,0,-2300,0,2.13,4,4,4,22,0,0,9.10.25,TE,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tonges,jake tonges,j,tonges3200tej,TE,Jake Tonges (39972143),Jake Tonges,39972143,TE/FLEX,3200,SF@NO 09/14/2025 01:00PM ET,SF,10.5,0,j,tonges,tonges3200tej
tracy5300rbt,67.09,Tyrone Tracy,5300,NYG,DAL,0,0,12.24,16.2,8.3,2.74,2.3,4.74,9.5,0,73,4,0,34,-1.1,39,19.8,24.8,-4.7,5,44.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,52,4.4,0.3,34.2,1.59,0.71,0.35,89,0.46,0,4.7,-300,0,0,0,0,66,3,11.9,2.2,-200,0.79,0.31,59,31,36,22,0,0,9.10.25,RB,38.5,49,60.3,3,2,17,8,7.5,0.1,0,13.6,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tracy,tyrone tracy,t,tracy5300rbt,RB,Tyrone Tracy Jr. (39971421),Tyrone Tracy Jr.,39971421,RB/FLEX,5300,NYG@DAL 09/14/2025 01:00PM ET,NYG,5.5,0,t,tracy,tracy5300rbt
tremble2500tet,63.25,Tommy Tremble,2500,CAR,ARI,0,0,2.77,3.9,1.6,-2.17,1.1,0.01,4.94,0,0,2,0,87,-2.4,43,19,25.5,-6.5,6.5,44.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,94,0.18,0,1.2,0,0,0,0,0,33,3,5.3,-0.1,-3000,2,0.12,45,10,10,20,0,0,9.10.25,TE,0,0,0,2,1,19,11,10.2,0.2,0,50,0,8.3,11.1,8.8,10.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,tremble,tommy tremble,t,tremble2500tet,TE,Tommy Tremble (39972221),Tommy Tremble,39972221,TE/FLEX,2500,CAR@ARI 09/14/2025 04:05PM ET,CAR,1.2,0,t,tremble,tremble2500tet
turpin3600wrk,64.93,KaVontae Turpin,3600,DAL,NYG,0,0,6.39,9.1,3.7,-1.66,1.8,0.26,8.05,7,87,2,0,85,-0.2,19,24.8,19.8,4.8,-5,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.12,0.12,89,0.46,0,4.7,300,1.18,0.17,33,0,0,3,8,0.4,-1900,1.91,0.42,76,36,4,25,0,0,9.10.25,WR,0,0,0,3,1,25,17,13.3,0.1,0,14.3,0,8.5,9.1,10.7,11.1,9.2,7,2.1,0,0,0,0,0,0,0,0,0,0,0,turpin,kavontae turpin,k,turpin3600wrk,WR,KaVontae Turpin (39971771),KaVontae Turpin,39971771,WR/FLEX,3600,NYG@DAL 09/14/2025 01:00PM ET,DAL,4.7,0,k,turpin,turpin3600wrk
tuten4200rbb,52.84,Bhayshul Tuten,4200,JAX,CIN,0,0,4.14,5.5,2.7,-2.24,1,0.06,6.38,-2,62,1,0,28,-0.3,0,23,26.5,-4.5,3.5,49.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,82,0.53,0,6.1,-200,0,0,33,0,33,3,8.1,-1.5,-1300,0,0,50,0,25,4,0,0,9.10.25,RB,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tuten,bhayshul tuten,b,tuten4200rbb,RB,Bhayshul Tuten (39971483),Bhayshul Tuten,39971483,RB/FLEX,4200,JAX@CIN 09/14/2025 01:00PM ET,JAX,1.1,0,b,tuten,tuten4200rbb
vele3200wrd,56.83,Devaughn Vele,3200,NO,SF,0,0,2.67,4,1.3,-4.29,0.8,0,6.96,0,0,2,0,85,-0.7,34,18.8,21.8,0,3,40.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.22,0.11,0,0,0,2.3,-700,0,0,33,0,0,3,7.6,-0.2,-2300,1.93,0.22,47,23,9,21,0,0,9.10.25,WR,0,0,0,3,2,36,19,13.2,0.3,0,37.5,0,12.1,11.1,14.8,27.6,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,vele,devaughn vele,d,vele3200wrd,WR,Devaughn Vele (39971811),Devaughn Vele,39971811,WR/FLEX,3200,SF@NO 09/14/2025 01:00PM ET,NO,2.3,0,d,vele,vele3200wrd
waddle5400wrj,70.38,Jaylen Waddle,5400,MIA,NE,0,0,12.32,16.9,7.7,-0.63,2.3,4.47,12.95,1,74,3,0,50,-2.5,52,22.5,21,1,-1.5,43.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.06,85,0.67,42,4.4,-300,0,0,33,0,33,3,9.5,-2.6,-100,1.62,0.18,59,9,18,22,0,0,9.10.25,WR,0,0,0,5,3,45,18,12.1,0.2,0,9.1,0,16.8,11.1,19.5,31.3,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,waddle,jaylen waddle,j,waddle5400wrj,WR,Jaylen Waddle (39971697),Jaylen Waddle,39971697,WR/FLEX,5400,NE@MIA 09/14/2025 01:00PM ET,MIA,7,0,j,waddle,waddle5400wrj
walker5600rbk,67.13,Kenneth Walker,5600,SEA,PIT,0,0,11.51,15.3,7.8,1.16,2.1,4.18,10.35,-2,62,2,0,59,0,42,18.3,21.3,-4.2,3,39.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,47,3.5,0.6,39.8,1.82,0.88,0.71,80,0.45,0,5.4,-300,0,0,0,0,33,3,15.2,0.7,100,0.83,0.36,40,10,15,20,0,0,9.10.25,RB,66.7,56.6,63.5,5,4,29,12,6.7,0.1,0,21.7,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,walker,kenneth walker,k,walker5600rbk,RB,Kenneth Walker III (39971407),Kenneth Walker III,39971407,RB/FLEX,5600,SEA@PIT 09/14/2025 01:00PM ET,SEA,5.4,0,k,walker,walker5600rbk
ward4900qbc,57.23,Cam Ward,4900,TEN,LA,0,0,13.61,22.4,4.8,-3.26,2.8,7.54,16.87,-16,4,0,0,56,-0.8,0,18,23.5,-2.5,5.5,41.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.45,0,2.2,-100,0,0,0,0,100,3,2.3,-3.5,-600,0,0,0,0,100,4,0,0,9.10.25,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ward,cam ward,c,ward4900qbc,QB,Cam Ward (39971318),Cam Ward,39971318,QB,4900,LAR@TEN 09/14/2025 01:00PM ET,TEN,3.48,0,c,ward,ward4900qbc
warren4500tet,73.99,Tyler Warren,4500,IND,DEN,0,0,10.48,14.3,6.7,0.49,2.3,3.94,9.99,8,96,4,0,16,-1.2,0,21,22.5,0.5,1.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,82,0.59,0,9.2,100,0,0,33,33,33,3,8.5,1.3,-1000,0,0,50,25,25,4,0,0,9.10.25,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,warren,tyler warren,t,warren4500tet,TE,Tyler Warren (39972105),Tyler Warren,39972105,TE/FLEX,4500,DEN@IND 09/14/2025 04:05PM ET,IND,14.9,0,t,warren,warren4500tet
warren5400rbj,62.37,Jaylen Warren,5400,PIT,SEA,0,0,11.08,14.4,7.8,1.3,2.1,8.45,9.78,-7,43,3,0,34,-1.2,30,21.3,18.3,0.3,-3,39.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,36,4.2,0.1,35.7,1.71,0.59,0.35,80,0.45,0,8.7,200,0.67,0.35,33,0,33,3,8.5,-0.4,-100,0.72,0.28,56,8,21,23,0,0,9.10.25,RB,8.3,29,45.6,3,2,21,12,8.4,0.1,0,4.8,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,warren,jaylen warren,j,warren5400rbj,RB,Jaylen Warren (39971417),Jaylen Warren,39971417,RB/FLEX,5400,SEA@PIT 09/14/2025 01:00PM ET,PIT,13.9,0,j,warren,warren5400rbj
washington3300wrm,65.84,Malik Washington,3300,MIA,NE,0,0,7.65,10.7,4.6,0.42,2.3,0.6,7.23,-3,60,3,0,85,-2.5,29,22.5,21,1,-1.5,43.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.06,0,85,0.67,42,9,100,0,0,66,0,0,3,5.7,-1.1,-2200,1.96,0.2,63,15,10,19,0,0,9.10.25,WR,0,0,0,2,1,15,8,8.6,0,0,0,0,7.7,0,6.8,9.1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,washington,malik washington,m,washington3300wrm,WR,Malik Washington (39971799),Malik Washington,39971799,WR/FLEX,3300,NE@MIA 09/14/2025 01:00PM ET,MIA,4.9,0,m,washington,washington3300wrm
westbrookikhine3200wrn,60.83,N. Westbrook-Ikhine,3200,MIA,NE,0,0,4.18,5.9,2.4,-2.78,1.3,0.06,6.96,-2,63,2,0,91,-2.5,47,22.5,21,1,-1.5,43.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.41,0.18,85,0.67,42,1.7,-300,0,0,33,0,0,3,9.7,0.7,-2300,2.58,0.21,60,30,15,20,0,0,9.10.25,WR,0,0,0,3,2,31,19,15.5,0.6,0,60,0,12.5,42.9,14.2,28.7,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,westbrookikhine,n. westbrook-ikhine,n,westbrookikhine3200wrn,WR,Nick Westbrook-Ikhine (39971819),Nick Westbrook-Ikhine,39971819,WR/FLEX,3200,NE@MIA 09/14/2025 01:00PM ET,MIA,1.7,0,n,westbrookikhine,westbrookikhine3200wrn
